"id","title","text","subject","date"
"325","Lia ITZY Absen dari Jadwal Grup Karena Sakit","Lia ITZY untuk sementara waktu akan absen dari jadwal grup termasuk penampilan di MBC 'Music Core'. Pihak agensi menyebut sang idol sedang sakit.","DETIKHOT","02-Sep-2023"
"326","Diminta Nyobain Seblak, Kim Bum: Aku Suka Makanan Pedas","Aktor Korea Selatan Kim Bum akan menggelar fanmeeting bertajuk 'Between U and Me' pada Minggu (3/9). Ia mendapat rekomendasi untuk nyobain seblak nih...","DETIKHOT","02-Sep-2023"
"327","Aksi PM Jepang Makan Seafood Fukushima untuk Bantah Kontaminasi Nuklir","Beginilah aksi Perdana Menteri Jepang Fumio Kishida saat memakan sashimi yang berasal dari lepas pantai Fukushima.","DETIKINET","02-Sep-2023"
"328","Filosofi di Balik Wajah Baru TMII","Menteri BUMN Erick Thohir turut hadir dalam peresmian wajah baru TMII, Jumat (1/9).  Erick menyampaikan filosofi yang dibangun dalam wajah baru TMII.","DETIKTRAVEL","02-Sep-2023"
"329","Wajah Baru TMII yang Memukau","TMII kini memiliki wajah baru yang lebih memukau usai revitalisasi. Wajah baru TMII ini sudah dibuka sejak Jumat (1/9). Kita lihat lebih dekat yuk!","DETIKTRAVEL","02-Sep-2023"
"330","Penjelasan Wulan Guritno soal Promosikan Situs Judi Online","Wulan Guritno terseret kasus dugaan promosi situs judi online. Berikut penjelasan pihak manajemen Wulan...","DETIKHOT","02-Sep-2023"
"331","Manggung di Synchronize, Kris Dayanti Beri 'Oleh-oleh' ke Penonton","KD jadi salah satu line up penyanyi Tanah Air yang turut meramaikan Synchronize Festival 2023. Bersama Erwin Gutawa Band, KD bawakan lagu-lagu terpopulernya.","DETIKHOT","01-Sep-2023"
"332","Lihat Perbedaan Langit Jakarta dan Bali dari Udara","Polusi udara menjadi masalah yang sulit diselesaikan di Jakarta. Berdasarkan pantauan detikcom dari udara, perbedaan langit Jakarta dengan Bali terlihat kontras","DETIKHEALTH","01-Sep-2023"
"333","Ipay Resmi Polisikan Ian Kasela Terkait Hak Cipta Lagu 'Cinderella'","Ipay resmi memolisikan Ian Kasela pada Jumat atas kasus dugaan penyalahgunaan hak cipta lagu 'Cinderella'. Lalu, masih ada kah pintu damai dari Ipay untuk Ian?","DETIKHOT","01-Sep-2023"
"334","Nostalgia Bareng Project Pop di Synchronize Festival 2023","Project Pop sukses membuka Synchronize Festival 2023, Jumat (1/9). Mereka membawakan lebih dari 10 lagu. Simak keseruannya di video berikut ini!","DETIKHOT","01-Sep-2023"
"335","Kenali Gejala Varian Pirola yang Disebut Picu Gelombang Covid-19 Baru","Muncul virus Covid-19 baru varian Pirola di Inggris. Varian ini disebut akan memicu gelombang infeksi baru imbas penularannya yang sangat cepat.","DETIKHEALTH","01-Sep-2023"
"336","Misi Ambisius India Luncurkan Aditya-L1 ke Matahari","India bakal menjalankan misi ke Matahari usai sukses menaklukkan Bulan beberapa waktu lalu. India akan meluncurkan observatorium surya Aditya-L1 pada Sabtu.","DETIKINET","01-Sep-2023"
"337","Indonesia Akan Berangkatkan 134 Atlet ke Asian Para Games 2023 Hangzhou","Pemerintah Indonesia melalui Kemenpora akan memberangkatkan 134 atlet dari 12 cabang olahraga untuk Asian Para Games 2023 Hangzhou, China.","DETIKNEWS","01-Sep-2023"
"338","ATTRAKT Dapat Investasi Rp 114 Miliar Usai Menang Lawan FIFTY FIFTY","ATTRAKT berhasil mendapatkan investasi luar negeri yang cukup besar. Menurut pernyataan ATTRAKT, perusahaan berhasil mendapatkan investasi Rp 114 miliar.","DETIKHOT","01-Sep-2023"
"339","Sensasi Menerbangkan Pesawat di Museum Transportasi TMII","Museum Transportasi TMII memiliki Ruang Simulator Pesawat. Di tempat ini, pengunjung bisa merasakan rasanya jadi pilot. Seperti apa sensasinya?","DETIKTRAVEL","01-Sep-2023"
"340","Tasyi Sambangi Polda, Bawa Bukti Tambahan soal Kasus Eks Karyawan","Tasyi Athasyia bersama sang suami, Syech Zaki Alatas dan pengacaranya menyambangi Polda pada Jumat (1/9). Kedatangan Tasyi untuk memberikan bukti tambahan.","DETIKHOT","01-Sep-2023"
"341","Syakir Daulay Dituntut Minta Maaf dan Cium Bendera Selama 24 Jam","Relawan Indonesia Bersatu menuntut permintaan maaf dari Syakir Daulay usai video parodinya membacakan teks proklamasi dianggap melecehkan.","DETIKHOT","31-Aug-2023"
"342","Kim Dong Wook Tulis Pesan untuk Penggemar Usai Umumkan Pernikahan","Kim Dong Wook akan menikah dalam waktu dekat. Melalui Instagram agensinya, KEYEAST, ia pun menyampaikan pesan menyentuh untuk para penggemar.","DETIKHOT","31-Aug-2023"
"343","Klarifikasi RM BTS soal Dituding Hina Islam","RM BTS dituding menghina agama Islam dan disebut Islamofobia usai mengunggah lagu Frank Ocean 'Bad Religion' di media sosial. Ia pun memberikan klarifikasi.","DETIKHOT","31-Aug-2023"
"344","Buntut Parodikan Teks Proklamasi, Syakir Daulay Dilaporkan ke Polisi","Syakir Daulay dilaporkan oleh Relawan Indonesia Bersatu pada Kamis (31/8) usai memparodikan teks proklamasi yang dibacakan Soekarno.","DETIKHOT","31-Aug-2023"
"345","Ibunda Tutup Pintu Maaf untuk Aldila Jelita dan Indra Bekti","Marjam Abdurrahman menentang keputusan putrinya, Aldila Jelita untuk rujuk dengan Indra Bekti. Imbasnya, ia kini di-block oleh Aldila dan Bekti.","DETIKHOT","31-Aug-2023"
"346","iKON Gelar Konser di Jakarta pada 19 November 2023","iKON akan menggelar konser di Tennis Indoor Senayan, Jakarta, pada 19 November 2023. Kabar tersebut disampaikan KIG Live selaku promotor konser iKON di Jakarta.","DETIKHOT","31-Aug-2023"
"347","Pedagang Pasar Tanah Abang Merasa Tersaingi oleh Penjual di TikTok","Platform media sosial kini mulai marak digunakan untuk berjualan. Hal itu ternyata cukup berdampak terhadap penjualan pedagang di Pasar Tanah Abang.","DETIKFINANCE","31-Aug-2023"
"348","Virgoun Bakal Hadir di Sidang Cerai dengan Inara Pekan Depan","Kuasa hukum Virgoun menyebut alasan kliennya tak hadir di sidang cerai yang digelar hari ini, Rabu (30/8). Virgoun pun disebut bakal hadir di sidang berikutnya.","DETIKHOT","30-Aug-2023"
"349","Sesal Seunghan RIIZE Usai Viral Foto Dirinya Ciuman","Seunghan RIIZE minta maaf usai viral foto dirinya berciuman dengan seseorang di ranjang. SM Entertainment akan mengambil tindakan hukum kepada penyebar.","DETIKHOT","30-Aug-2023"
"350","Pihak Virgoun Siapkan 3 hingga 4 Saksi di Sidang Cerai Pekan Depan","PA Jakbar kembali menggelar sidang perceraian Inara Rusli dan Virgoun, Rabu (30/8). Keduanya dijadwalkan menjalani sidang dengan agenda bukti tambahan dan saksi","DETIKHOT","30-Aug-2023"
"351","Wanti-wanti WHO Usai Kanada Temukan Kasus Pertama Omicron BA.2.86","Kanada mengumumkan kasus pertama Omicron BA.2.86. Meski berpotensi kecil menyebabkan kematian, namun WHO mewanti-wanti hal berikut.","DETIKHEALTH","30-Aug-2023"
"352","Adele Sempat Pingsan saat Manggung Gegara Nyeri Punggung","Adele sempat mengalami serangan skiatika di punggungnya saat manggung di Las Vegas. Bahkan, ia sampai pingsan di belakang panggung.","DETIKHOT","30-Aug-2023"
"353","Terjawab 'Jauh di Mata Dekat di Hati' Jokowi, Benarkan Empedu Dekat Hati","Presiden Jokowi dalam kunjungan kerjanya ke setiap daerah, selalu memberikan pertanyaan 'jauh di mata dekat di hati'. Benarkah empedu dekat dengan hati?","DETIKHEALTH","30-Aug-2023"
"354","Akademisi: Tak Wajib Skripsi Bikin Mahasiswa Lebih Cepat Lulus","Mendikbudristek Nadiem tak mewajibkan lagi skripsi sebagai syarat lulus mahasiswa S1. Akademisi menilai aturan tersebut memiliki dampak positif bagi mahasiswa.","DETIKNEWS","30-Aug-2023"
"355","Usai Keluar dari YG, Kang Dong Won Bikin Agensi Baru","Kang Dong Won mendirikan agensi baru. Agensi bernama AA Group itu didirikan Dong Won setelah 8 bulan keluar dari YG Entertainment.","DETIKHOT","30-Aug-2023"
"356","Respons Sandiaga Uno soal Keluhan Turis di Kepulauan Togean Sulteng","Menparekraf Sandiaga Uno merespons keluhan turis asal Kanada bernama Dave Smith soal Kepulauan Togean bak neraka. Ia mengeluh terkait amenitas dan aksesibilitas","DETIKTRAVEL","30-Aug-2023"
"357","Poin-poin yang Menyebabkan Pengadilan Tolak Penangguhan Kontrak FIFTY FIFTY","Permintaan FIFTY FIFTY untuk penangguhan kontrak eksklusif dengan ATTRAKT ditolak oleh Pengadilan Distrik Pusat Seoul, Senin (28/8). Berikut poin-poinnya...","DETIKHOT","30-Aug-2023"
"358","Soal Kabar Kim Bum dan Maudy Ayunda Bakal Main Film Bareng","Pemkab Garut dan Korea Selatan berencana akan menggarap film berjudul 'Tanah Air Kedua'. Kabarnya, Kim Bum dan Maudy Ayunda digaet jadi pemeran utama.","DETIKHOT","29-Aug-2023"
"359","Berat Badan Finalis MUID Turun Drastis Imbas Kasus Pelecehan Seksual","Kuasa hukum finalis MUID, Mellisa, menyebut kliennya mengalami penurunan berat badan drastis hingga sulit makan imbas kasus pelecehan seksual yang terjadi.","WOLIPOP","29-Aug-2023"
"360","Siapa Sosok Pria yang Ada Dalam Unggahan Foto Larissa Chou?","Larissa Chou mengunggah foto bersama seorang pria. Tampak pria tersebut menggandeng tangan Yusuf, anak Larissa.","DETIKHOT","29-Aug-2023"
"361","Ada Satu Nama Baru di Daftar Terlapor Kasus Pelecehan Finalis MUID","Para finalis Miss Universe Indonesia kembali menyambangi Polda Metro Jaya, Selasa (29/8). Mereka menjalani BAP atas laporan terkait dugaan pelecehan seksual.","DETIKHOT","29-Aug-2023"
"362","Pria Ini Borong Deterjen 2 Troli di Transmart Full Day Sale!","Transmart Full Day Sale kembali digelar serentak hari ini, Selasa (29/8). Pria ini manfaatkan momen diskon besar dengan memborong sabun deterjen.","DETIKFINANCE","29-Aug-2023"
"363","Kwon Eun Bi Alami Pelecehan di Medsos, Agensi Bakal Tindak Tegas Pelaku","Kwon Eun Bi mengalami pelecehan seksual dan postingan berbahaya di media sosial. Pihak agensi pun bakal menindak tegas pelaku.","DETIKHOT","29-Aug-2023"
"364","Kim Woo Bin Hadiri Pemakaman Penggemarnya di Busan","Kim Woo Bin sampaikan belasungkawa atas kepergian penggemarnya yang baru saja meninggal. Ia diketahui secara pribadi pergi ke Busan menghadiri upacara pemakaman","DETIKHOT","29-Aug-2023"
"365","Waktunya Gajian! Yuk Belanja Murah di Transmart Full Day Sale","Transmart Full Day Sale resmi digelar serentak hari ini, Selasa (29/8). Banyak promo menarik yang tak boleh dilewatkan oleh pengunjung.","DETIKFINANCE","29-Aug-2023"
"366","Lebih dari 6 Ribu Tiket untuk Konser Morrissey di Jakarta","Morrissey akan menggelar konser di Jakarta pada 22 November 2023. Setidaknya ada lebih dari 6 ribu tiket yang disediakan.","DETIKHOT","29-Aug-2023"
"367","Oklin Fia Sambangi Kantor MUI","Oklin Fia menyambangi kantor MUI siang ini, Selasa (29/8). Tujuannya untuk meminta maaf atas kegaduhan dari konten 'Jilat Es Krim' yang viral di media sosial.","DETIKNEWS","29-Aug-2023"
"368","Salip Harry Potter, Barbie Jadi Film Terlaris Warner Bros","Barbie sukses menjadi film terlaris mengalahkan Harry Potter and the Deathly Hallows - Part 2. Film Barbie telah meraup USD 1,34 miliar secara global.","DETIKHOT","29-Aug-2023"
"369","TWICE Bakal Gelar Konser di JIS","TWICE membawa kabar bahagia untuk ONCE (fans TWICE) di Indonesia. Jihyo cs dikonfirmasi akan menggelar konser pada 23 Desember 2023, di JIS, Jakarta Utara.","DETIKHOT","29-Aug-2023"
"370","Mengapa Polusi Udara Lebih Tinggi Saat Malam?","Kepala Pusat Informasi Perubahan Iklim BMKG, Fachri Rajab, menjelaskan alasan polusi udara lebih tinggi saat malam. Hal ini terjadi karena ada lapisan inversi.","DETIKHEALTH","29-Aug-2023"
"371","Membandingkan Lagu 'Cinderella' Versi Ipay dan Radja","Polemik antara band Radja dan Ipay terkait lagu 'Cinderella' kian memanas. Mari kita bandingkan lagu 'Cinderella' versi Ipay dan versi Radja.","DETIKHOT","29-Aug-2023"
"372","Aksi Adele Bela Fans yang Dapat Intimidasi dari Bodyguard","Adele menghentikan sejenak pertunjukannya di Las Vegas, Minggu (27/8). Aksi tersebut ia lakukan untuk membela seorang penggemar dari penjaga keamanan.","DETIKHOT","29-Aug-2023"
"373","Rendy dan Lady Jalani Peneguhan Ulang Janji Pernikahan Bulan Depan","Sepakat rujuk, Rendy Kjaernett dan Lady Nayoan bakal menjalani peneguhan ulang janji pernikahan pada September. Keduanya bakal menggelar acara secara privat.","DETIKHOT","28-Aug-2023"
"374","6 Penyakit Pernapasan Akibat Polusi yang Paling Membebani BPJS","Menteri Kesehatan Budi Gunadi Sadikin mengungkap ada 6 penyakit gangguan pernapasan yang paling membebani BPJS. Apa saja?","DETIKHEALTH","28-Aug-2023"
"375","Putri DA Ungkap soal Lamaran yang Mendadak","Juara 2 D'Academy musim 4, Putri Isnari, baru saja dilamar dengan uang panai sebesar Rp 2 Miliar. Putri menceritakan proses lamarannya...","DETIKHOT","28-Aug-2023"
"376","Anggota VERIVERY Antar Dongheon Wajib Militer","Dongheon VERIVERY menjalani wajib militer hari ini, Senin (28/8). Para anggota VERIVERY pun turut menghantar Dongheon ke pusat pelatihan.","DETIKHOT","28-Aug-2023"
"377","Menkes Ungkap Polusi Udara Jadi Penyebab Penyakit Pernapasan","Menkes Budi Gunadi mengungkap polusi udara berpengaruh secara dominan menyebabkan penyakit pernapasan. Berikut penyakit paling banyak diderita akibat polusi.","DETIKHEALTH","28-Aug-2023"
"378","Nama Indra Bekti-Aldila Terdaftar di KUA Kebayoran Baru 25 Agustus","Kepala KUA Kebayoran Baru, Mutohar Alwi, membenarkan nama Indra Bekti dan Aldila terdaftar di KUA Kebayoran Baru untuk melangsungkan pernikahan pada 25 Agustus.","DETIKHOT","28-Aug-2023"
"379","Pesulap Oge Arthemus Diciduk Polisi di Yogya Gegara Ganja","Polres Metro Jakarta Barat menangkap pesulap Oge Arthemus terkait penyalahgunaan narkoba. Oge Arthemus ditangkap di hotel di Yogyakarta pada Jumat (25/8)","DETIKHOT","28-Aug-2023"
"380","Ipay Unggah Lagu yang Diklaim Versi Asli 'Cinderella' Milik Radja","Ipay memamerkan potongan lagu yang ia klaim merupakan versi asli dari lagu 'Cinderella' yang dipopulerkan oleh band Radja.","DETIKHOT","28-Aug-2023"
"381","Waktu Tempuh Cepat Bikin Penumpang Puas Saat Uji Coba LRT","LRT Jabodebek resmi dibuka untuk umum mulai hari ini, Senin (28/8). Para penumpang mengaku puas dengan waktu tempuh LRT yang cepat","DETIKTRAVEL","28-Aug-2023"
"382","Kemenkes Imbau Masyarakat Terapkan 6M dan 1S untuk Cegah Dampak Polusi","Salah satu dampak polusi udara yaitu meningkatnya risiko penyakit infeksi saluran pernapasan akut. Kemenkes mengimbau masyarakat untuk menerapkan 6M dan 1S.","DETIKHEALTH","28-Aug-2023"
"383","Kena Infeksi Ginjal, Liam Payne Gagal Tur Amerika Serikat","Liam Payne terpaksa harus menunda turnya di Amerika Serikat. Liam menyebut jika dirinya didiagnosis infeksi ginjal.","DETIKHOT","28-Aug-2023"
"384","BPJS Kesehatan Tanggung Biaya Pengobatan Penyakit Imbas Polusi","BPJS tanggung biaya pengobatan penyakit yang disebabkan oleh polusi. Peserta dapat mengakses fasilitas kesehatan tingkat pertama","DETIKHEALTH","28-Aug-2023"
"385","Lima Jenis Makanan yang Bisa Bikin Stres dan Mudah Lelah","Psikiater gizi dari Harvard, Dr. Uma Naidoo, menyoroti jenis makanan yang bisa membuat stres dan lelah. Setidaknya ada lima jenis makanan yang  perlu dihindari.","DETIKHEALTH","28-Aug-2023"
"386","Bintang 'Hannah Montana' Mitchel Musso Ditangkap Gegara Mabuk dan Mencuri","Aktor Mitchel Musso ditangkap polisi atas tuduhan mabuk-mabukan dan pencurian. Mussi terkenal sejak perannya sebagai Oliver Oken di sitkom 'Hannah Montana'.","DETIKHOT","28-Aug-2023"
"387","Pakar Hukum soal Jerat Pasal di Kasus 'Jilat Es Krim' Oklin Fia","Pakar hukum Universitas Jenderal Soedirman mengatakan bahwa pasal UU Pornografi juga pantas dikenakan dalam kasus selebgram Oklin Fia konten 'Jilat Es Krim'.","DETIKNEWS","28-Aug-2023"
"388","DPR Jadi Penutup Manis Asian Sound Syndicate 2023","DPR (Dream Perfect Regime) jadi penutup di Asian Sound Syndicate 2023. Penampilan DPR CREAM, DPR LIVE DAN DPR IAN pun memukau para fans yang hadir.","DETIKHOT","28-Aug-2023"
"389","SINOSIJAK! iKON Mengguncang Panggung ASS 2023 Day 2","Asian Sound Syndicate (ASS) hari kedua menghadirkan iKON. Meski hanya Bobby, Yunhyeong, Chanwoo, dan June yang tampil, namun aksi panggung mereka tetap pecah.","DETIKHOT","28-Aug-2023"
"390","Sam Kim hingga Lee Young Ji Meriahkan ASS 2023 Day 2","Sam Kim, Ash Iland, Ramengvrl hingga Lee Young Ji meriahkan ASS 2023 hari kedua, Minggu (27/8). Ada kolaborasi antara musisi nasional dan internasional.","DETIKHOT","28-Aug-2023"
"391","Momen Garin Nugroho Raih Penghargaan 'Lima Gunung Award'","Sineas Garin Nugroho memperoleh penghargaan bertajuk Lima Gunung Award. Penghargaan ini begitu berarti dan menjadi yang terpenting dari penghargaan lain.","DETIKHOT","28-Aug-2023"
"392","Segudang Khasiat Pir untuk Atasi Batuk Akibat Polusi Udara","Buah pir memiliki segudang khasiat untuk kesehatan. Salah satu bermanfaat untuk mengobati dan mencegah batuk-batuk akibat polusi udara belakangan ini.","DETIKHEALTH","28-Aug-2023"
"393","YouTube Uji Coba Fitur Cari Lagu dengan Bersenandung","YouTube menguji coba fitur baru. Yaitu pencarian judul lagu dengan bersenandung, menyanyi, atau merekam sebagian lagu di aplikasi Android.","DETIKINET","28-Aug-2023"
"394","Dituding Lakukan Pelecehan Seksual, Lizzo Bakal Gugat Balik Eks Penari","Lizzo digugat oleh tiga mantan penarinya atas tudingan pelecehan seksual. Melalui pengacaranya, Lizzo berencana akan menggugat balik para mantan penarinya itu.","DETIKHOT","25-Aug-2023"
"395","Eks Manajer Benarkan Indra Bekti dan Aldila Jelita Rujuk","Nanda Persada membenarkan jika Bekti dan Aldila memutuskan rujuk. Keduanya telah menggelar pernikahan hari ini, Jumat (25/8). Apa alasan mereka rujuk kembali?","DETIKHOT","25-Aug-2023"
"396","Tak Tampil di Super Bowl LVIII, Taylor Swift Sedang Siapkan Lagu Baru","Taylor Swift dipastikan tidak tampil di Super Bowl LVIII. Selain sibuk dengan tur konsernya, Daily Mail melaporkan bahwa ia sedang siapkan lagu baru","DETIKHOT","24-Aug-2023"
"397","Meta Ciptakan AI yang Mampu Terjemahkan 100 Bahasa","Meta ciptakan SeamlessM4T, yaitu model kecerdasan buatan yang mampu menerjemahkan hingga 100 bahasa. Berikut penjelasannya!","DETIKINET","24-Aug-2023"
"398","Bang Yedam Eks TREASURE Umumkan Bergabung dengan Agensi Baru","Mantan anggota TREASURE, Bang Yedam, bergabung dengan agensi baru, GF Entertainment. Kabar ini ia umumkan melalui akun Instagramnya","DETIKHOT","24-Aug-2023"
"399","Catat! Apple Larang Pengguna Isi Daya iPhone Sambil Tiduran","Apple mengeluarkan peringatan tentang bahaya mengisi daya iPhone sambil tidur. Ia pun meminta kepada pengguna untuk tidak mengisi baterai perangkat semalaman.","DETIKINET","24-Aug-2023"
"400","Upaya Kedua Luncurkan Satelit Mata-mata Korut Gagal","Upaya kedua Korea Utara menempatkan satelit mata-mata di orbit gagal. Pendorong roket mengalami masalah pada tahap ketiga","DETIKINET","24-Aug-2023"
"401","Ini 10 Wilayah dengan Polusi Udara Terburuk di Indonesia Hari Ini","Polusi udara jadi sorotan lantaran berdampak negatif pada kesehatan dan lingkungan. Berdasarkan IQAir, berikut 10 daerah dengan polusi tertinggi di Indonesia","DETIKHEALTH","24-Aug-2023"
"402","Tiga Format Teks Baru yang Sedang Dikembangkan WhatsApp","WhatsApp tengah mengembangkan tiga format teks baru. Fitur ini akan menambah daftar format teks sebelumnya seperti bold, italics, strikethrough, dan monospace.","DETIKINET","24-Aug-2023"
"403","Nunung Tak Gengsi Jualan di TikTok Live","Pelawak senior, Nunung mengaku bahagia melakoni pekerjaan menjual perabot rumah tangga di TikTok Live. Lantaran mendapatkan doa kesembuhan.","DETIKHOT","23-Aug-2023"
"404","India Selangkah Lagi Cetak Sejarah Pendaratan di Bulan","India akan mencetak sejarah melakukan pendaratan di Bulan. Namun pendaratkan Chandrayaan-3 hari ini, Rabu (23/8) akan diambil berdasarkan kondisi modul.","DETIKINET","23-Aug-2023"
"405","Fakta-fakta Sidang Perdana Ammar Zoni Terkait Narkoba","Ammar Zoni jalani sidang perdana terkait kasus narkoba, Selasa (22/8). Ia ditemani ayah dan adiknya. Sementara sang istri, Irish Bella, tak hadir ke persidangan","DETIKHOT","23-Aug-2023"
"406","Jelang Sidang Perdana, Ammar Zoni: Keluarga Mendoakan Saya","Ammar Zoni tiba dengan memakai baju tahanan jelang sidang pembacaan dakwaan di PN Jaksel. Ia menyebut keluarga mendoakan dirinya agar masalahnya cepat selesai.","DETIKHOT","22-Aug-2023"
"407","Irish Bella Dipastikan Tak Hadir di Sidang Perdana Ammar Zoni","Ammar Zoni menjalani sidang perdana kasus narkotika di Pengadilan Negeri Jakarta Selatan, Selasa (22/8). Istri Ammar Zoni, Irish Bella dipastikan tak hadir.","DETIKHOT","22-Aug-2023"
"408","Lady Nayoan Belum Bisa Pastikan Hadir di Sidang Putusan Cerai","Sidang perceraian Rendy dan Lady akan memasuki agenda pembacaan putusan akta perdamaian pada Rabu (23/8). Lady belum memastikan bisa hadir dalam agenda tersebut","DETIKHOT","22-Aug-2023"
"409","Dapat Kesempatan Kedua dari Lady Nayoan, Rendy: Mukjizat","Rendy Kjaernett dan Lady Nayoan sedang proses rujuk dalam sidang perceraiannya. Rendy pun memberikan janji terbaik ke Lady saat diberikan kesempatan kedua.","DETIKHOT","22-Aug-2023"
"410","Threads Versi Web Bakal Hadir Pekan Ini","Threads versi web akan segera hadir pekan ini. Menurut bos Instagram, Adam Mosseri, Threads versi web ini masih butuh perbaikan sebelum dirilis ke publik.","DETIKINET","22-Aug-2023"
"411","Soal Aturan Vaksinasi Covid-19 di Masa Endemi, Masih Gratis?","Permenkes 23 tahun 2023 juga mengatur mengenai kebijakan vaksinasi Covid-19 di masa endemi. Mulai 1 Januari 2024, vaksinasi Covid-19 akan jadi imunisasi program","DETIKHEALTH","22-Aug-2023"
"412","Selamat! Rihanna Lahirkan Anak Kedua","Rihanna dan A$AP Rocky resmi dikaruniai anak kedua. Rihanna diketahui melahirkan bayi berjenis kelamin laki-laki pada 3 Agustus 2023 di Los Angeles.","DETIKHOT","22-Aug-2023"
"413","Simak Aturan Penanggulangan Covid-19 di Masa Endemi","Status Covid-19 di Indonesia dicabut. Kemenkes terbitkan Permenkes Nomor 23 tahun 2023 Tentang Pedoman Penanggulangan Coronavirus Disease 2019 di masa Endemi.","DETIKHEALTH","22-Aug-2023"
"414","Mark NCT Tak Penjarakan Haters Karena Masih di Bawah Umur","SM Entertainment mengonfirmasi bahwa haters Mark NCT masih di bawah umur. Pihak agensi dan Mark akhirnya sepakat untuk memberi keringanan terhadap pelaku.","DETIKHOT","22-Aug-2023"
"415","Kualitas Udara Jakarta Kini vs Saat Covid-19, Mana Lebih Baik?","Ramai video di medsos soal langit biru Jakarta saat pandemi Covid-19. Apakah kualitas udara Jakarta saat Covid-19 benar membaik? Berikut penjelasannya...","DETIKHEALTH","22-Aug-2023"
"416","Menilik Fitur QRIS TUNTAS yang Segera Bisa Diakses Masyarakat","BI meluncurkan fitur QRIS TUNTAS pada Kamis (17/8). Fitur ini memungkinkan masyarakat untuk menarik tunai, mentransfer, dan menyetor tunai menggunakan QRIS.","DETIKINET","22-Aug-2023"
"417","Jongho ATEEZ Hiatus Sementara Usai Alami Cedera Kaki Parah","Jongho ATEEZ alami cedera kaki parah saat berada di Los Angeles untuk acara KCON LA 2023. Agensi pun menghentikan semua aktivitas Jungho untuk sementara waktu.","DETIKHOT","22-Aug-2023"
"418","Akankah Rusia Lanjutkan Misi ke Bulan Usai Kegagalan Luna-25?","Pesawat ruang angkasa milik Rusia Luna-25 gagal mendarat di Bulan. Akankah Rusia melanjutkan misi ke Bulan usai kegagalan ini?","DETIKINET","22-Aug-2023"
"419","Ipay Siapkan Serangan Balik Usai Dilaporkan Ian Kasela ke Polisi","Ipay beri tanggapan soal dirinya dilaporkan Ian Kasela ke polisi. Ipay menyebut Ian membuat surat palsu untuk melayangkan laporan ke polisi.","DETIKHOT","22-Aug-2023"
"420","El Ibnu Sempat Drop saat Bercerai dengan Sarah Dee","Personel Elkasih, El Ibnu, mengungkapkan kondisi kesehatannya usai kena stroke. Ia mengaku sempat drop lagi saat berpisah dari mantan istrinya, Sarah Dee.","DETIKHOT","21-Aug-2023"
"421","Elkasih Tak Keberatan 'Kau Tigakan Cinta' Diaransemen Ulang, Asal...","Lagu 'Kau Tigakan Cinta' banyak diaransemen ulang hingga menjadi viral. Band Elkasih pun tak keberatan dengan hal itu asal memiliki izin ke publishing.","DETIKHOT","21-Aug-2023"
"422","Elkasih Lega Hak Royalti 'Kau Tigakan Cinta' Segera Cair Usai Mandek","Band Elkasih menyambangi lembaga WAMI untuk memastikan mendapat hak royalti dari lagu 'Kau Tigakan Cinta'. Begini hasil pertemuannya...","DETIKHOT","21-Aug-2023"
"423","Kata Pengamat soal WFH Tekan Polusi: Ada Hal Lain yang Ikut Tereduksi","Lisman Manurung cukup setuju dengan kebijakan WFH jadi solusi menekan polusi Jakarta. Menurutnya, ada hal lain yang ikut tereduksi selain polusi.","DETIKHEALTH","21-Aug-2023"
"424","Dokter Tirta Pertanyakan Solusi Pemerintah untuk Atasi Polusi","Dokter Tirta menyinggung kebijakan pemerintah dalam menangani polusi udara di Jabodetabek.","DETIKHEALTH","21-Aug-2023"
"425","Sidang Perdana Ammar Zoni Terkait Narkoba Digelar Besok","Berkas perkara kasus narkoba Ammar Zoni sudah dinyatakan lengkap oleh pihak Kejaksaan. Sidang perdana pun akan digelar pada Selasa (22/8) di PN Jaksel.","DETIKHOT","21-Aug-2023"
"426","Potret Upacara Pernikahan Shim Hyung Tak dan Hirai Saya di Korea","Shim Hyung Tak dan Hirai Saya menggelar upacara pernikahan di Korea pada 20 Agustus. Sang aktor menyampaikan pesan menyentuh saat membagikan foto pernikahannya.","DETIKHOT","21-Aug-2023"
"427","Menkominfo Sebut Ada Bank Jual Data Pribadi Nasabah","Menkominfo Budi Arie Setiadi menyebut ada oknum di sebuah bank yang sengaja menjual data pribadi nasabahnya. Budi Arie menyebut bank tersebut telah didenda.","DETIKINET","21-Aug-2023"
"428","HWANG MIN HYUN dan Hwangdo Saling Beri Kejutan di Konser UNVEIL Jakarta","H MKP0'2023 HWANG MIN HYUN MINI CONCERT IN JAKARTA' sukses digelar, Sabtu (19/8). HWANG MIN HYUN dan fansnya, saling memberikan kejutan manis tak terlupakan.","DETIKHOT","20-Aug-2023"
"429","Manga Boruto Versi Remaja Resmi Rilis Hari Ini","Manga Boruto chapter 81 bakal rilis hari ini, Minggu (20/8). Manga ini telah lama ditunggu oleh pembaca, karena cerita Boruto cs akan tampil sebagai remaja.","DETIKHOT","20-Aug-2023"
"430","Oppo Puncaki Penjualan Smartphone di Indonesia Kuartal II-2023","Lembaga riset counterpoint merilis survei brand smartphone dengan penjualan terlaris di kuartal II-2023 di Indonesia. Oppo pun tercatat menjadi yang terlaris.","DETIKINET","20-Aug-2023"
