"id","title","text","subject","date"
"192","Beredar Kabar Ada Suspect Corona di Sulsel, Dinkes: Itu Hoax!","Masyarakat Sulsel digegerkan oleh beredarnya informasi soal adanya suspect Corona yang ditangani rumah sakit. Dinas Kesehatan Sulsel membantah informasi itu.","DETIKNEWS","02-Mar-2020"
"193","Viral Bayi Diculik di Dalam Angkot di Tangsel, Begini Kejadian Sebenarnya","Beredar kabar di media sosial mengenai penculikan bayi di Pamulang, Tangsel. Namun ternyata informasi tersebut telah dipastikan tidak benar adanya.","DETIKNEWS","01-Mar-2020"
"194","Viral Om-om Culik Anak Kecil di Manado, Ini Faktanya","Warga Kota Manado tadi pagi digegerkan informasi kasus penculikan anak di depan SD Negeri 36 Manado. Begini faktanya.","DETIKNEWS","28-Feb-2020"
"195","Viral Hoax Jemaah Indonesia Ditolak Arab Saudi karena Positif Corona","Beredar kabar soal jemaah dari Indonesia ditolak masuk Arab Saudi karena sebagian di antaranya positif virus corona (COVID-19). Ini kata Kemenkes.","DETIKHEALTH","28-Feb-2020"
"196","Beredar Isu Perintah agar Guru Kenalkan soal Pengganti UN, Hoax or Not?","Kini sudah beredar surat berisi perintah agar para guru memperkenalkan soal Asesmen Kompetensi Minimm (AKM) pengganti UN ke murid-muridnya. Ini hoax atau tidak?","DETIKNEWS","27-Feb-2020"
"197","Beredar Broadcast Tilang Elektronik di Margonda Depok, Polisi: Hoax!","Pesan tersebut beredar di WhatsApp sejak beberapa hari lalu. Dalam pesan tersebut, diinformasikan adanya uji coba tilang elektronik di Margonda dan Citayam.","DETIKNEWS","26-Feb-2020"
"198","Viral Penjual Nasi Gurih Pakai Daging Tikus Dekat USU, Polisi Pastikan Hoax","Postingan yang menyebut ada penjual nasi gurih menggunakan potongan daging tikus di dekat USU viral di media sosial. Polisi memastikan postingan itu hoax.","DETIKNEWS","25-Feb-2020"
"199","Hoax 'Angin Duduk' Bawa-bawa Ashraf Sinclair dan Mike Mohede, Ini Faktanya","Kembali beredar pesan yang bernada spekulasi penyebab meninggalnya Ashraf Sinclair. Kali ini bukan hanya Ashraf, kematian musisi Mike Mohede juga diungkit.","DETIKHEALTH","20-Feb-2020"
"200","Viral Isosorbide Dinitrate untuk Serangan Jantung, Ini Faktanya","Broadcast lama tentang obat jantung kembali beredar. Disebutkan, pertolongan pertama untuk serangan jantung adalah Isosorbide Dinitrate 5 mg.","DETIKHEALTH","19-Feb-2020"
"201","Viral Emas Batangan Murni Ditemukan di Jambi, Hoax or Not?","Video penemuan emas batangan bergambar Presiden ke-1 RI Sukarno viral di medsos. Disebutkan emas tersebut ditemukan di Jambi. Hoax or not?","DETIKNEWS","10-Feb-2020"
"202","Rapper Eminem Dikabarkan Kena Virus Corona, Ini Faktanya","Rapper legendaris Marshall Mathers alias Eminem diterpa isu disebut terinfeksi virus corona. Apakah hal tersebut benar? Ini faktanya.","DETIKHEALTH","08-Feb-2020"
"203","Haruskah Menahan Kentut Agar Tak Ketahuan Saat Lewati Thermal Scanner?","Mengantisipasi virus corona, thermal scanner disiagakan di tiap bandara dan pelabuhan. Benarkah alat ini juga bisa mendeteksi 'gas pencernaan' alias kentut?","DETIKHEALTH","05-Feb-2020"
"204","Benarkah WHO Serukan Agar Dunia Isolasi China karena Virus Corona?","Di media sosial beredar kabar Organisasi Kesehatan Dunia (WHO) menyerukan agar dunia internasional mengisolasi China terkait wabah virus corona. Ini faktanya.","DETIKHEALTH","05-Feb-2020"
"205","Benarkah Makan Telur dan Pisang Bersamaan Bisa Picu Kematian?","Sebuah pesan yang beredar di Whatsapp menyebut risiko makan pisang dan telur secara bersamaan bisa berisiko kematian. Benarkah begitu?","DETIKHEALTH","05-Feb-2020"
"206","Viral Korban Virus Corona Dikremasi untuk Samarkan Data, Hoax atau Fakta?","Korban corona virus kabarnya dikremasi di China untuk menutupi jumlah korban yang terus bertambah. Kabar ini muncul di media sosial, lalu viral.","DETIKHEALTH","04-Feb-2020"
"207","Viral Buku Iqro Prediksi Virus Corona, Ini Penjelasannya","Media sosial heboh soal buku Iqro yang biasa dipakai belajar bahasa Arab disebut memprediksi virus corona. Benarkah demikian? Ini penjelasannya.","DETIKHEALTH","04-Feb-2020"
"208","Kata Kemenkes Soal Kabar Suspek Virus Corona di RS Bahteramas Kendari","Beredar kabar RS Bahteramas Kendari merawat pasien virus corona. Dalam kutipan percakapan yang beredar, pasien tersebut dikatakan sudah menjalani pemeriksaan.","DETIKHEALTH","03-Feb-2020"
"209","Viral Produk Antiseptik Sehari-hari Bisa Basmi Virus Corona, Ini Faktanya","Sebuah foto botol antiseptik buatan tahun 2019 mendadak viral karena disebut bisa membunuh virus corona. Darimana tahunya virus corona bakal mewabah?","DETIKHEALTH","03-Feb-2020"
"210","Viral Pasien Suspek Virus Corona Meninggal di Semarang, Ini Faktanya","Di media sosial beredar video yang menyebut ada lima pasien suspek virus corona di Semarang dan satu orang di antaranya meninggal dunia. Bagaimana faktanya?","DETIKHEALTH","03-Feb-2020"
"211","Benarkah Sup Kelelawar Pemicu Wabah Virus Corona? Ini Kata Ahli Mikrobiologi","Wabah virus corona yang terjadi saat ini banyak dicurigai berasal dari kebiasaan warga China memakan sup kelelawar. Berikut ini penjelasannya.","DETIKHEALTH","03-Feb-2020"
"212","Viral Virus Corona Disebut Bisa Dihancurkan dengan Air, Benarkah?","Dalam unggahan yang viral disebut virus corona bisa dicegah dengan rajin berwudu. Alasannya karena virus akan hancur bila terpapar air. Benarkah?","DETIKHEALTH","02-Feb-2020"
"213","Viral Video Warga Wuhan Teriak Enggak Karuan, Ini Faktanya","Di media sosial beredar video yang disebut menunjukkan warga Kota Wuhan berteriak-teriak karena rasa takut dan putus asa akibat wabah virus Corona. Benarkah?","DETIKHEALTH","02-Feb-2020"
"214","Terpopuler Sepekan: Iklim Tropis Bikin Indonesia 'Bebas' dari Virus Corona?","Beredar pesan iklim tropis dan cuaca hangat lah yang membuat Indonesia masih terbebas dari penyebaran nCoV. Bagaimana faktanya?","DETIKHEALTH","01-Feb-2020"
"215","Benarkah Banyak Minum Air Putih Bisa Cegah Virus Corona? Ini Faktanya","Apakah benar dengan menjaga tenggorokan agar tetap lembab dengan minum air putih dengan jumlah tertentu bisa cegah penularan virus corona?","DETIKHEALTH","01-Feb-2020"
"216","Soal Hoax Bawang Putih Obati Virus Corona, Kemenkes Singgung Impor Bawang","Sempat heboh di media sosial sebuah unggahan soal air rebusan bawang putih bisa menyembuhkan nCoV. Berikut tanggapan Kemenkes.","DETIKHEALTH","31-Jan-2020"
"217","Benarkah Virus Corona Tak Tahan Iklim Tropis Seperti di Indonesia?","Beredar pesan yang beredar di Whatsapp mengenai beberapa fakta virus corona yang menyebut virusnya tidak akan menyebar di daerah tropis seperti Indonesia.","DETIKHEALTH","31-Jan-2020"
"218","Waspada Hoax Kuis HUT Transmart Carrefour!","Baru-baru ini tersebar informasi bahwa Transmart Carrefour sedang mengadakan kuis berhadiah.","DETIKNEWS","30-Jan-2020"
"219","Viral Pasien Jadi Seperti Zombie Gara-gara Virus Corona, Ini Faktanya","Dalam sebuah video yang viral, virus corona disebut bisa bikin seseorang jadi zombie. Banyak pasien digambarkan jatuh bergelimpangan akibat infeksi virus ini.","DETIKHEALTH","30-Jan-2020"
"220","Masih Ada yang Sebar Hoax, Pakai Masker Dibalik Justru Bahaya!","Sampai saat ini masih banyak anggapan penggunaan masker yang benar haruslah dibalik. Namun pemahaman itu justru akan mengubah fungsi utama dari masker tersebut.","DETIKHEALTH","30-Jan-2020"
"221","Viral 'Pesan Kemenkes' Jaga Tenggorokan Cegah Virus Corona, Ini Faktanya","Viral pesan yang mengatasnamakan imbauan Kementerian Kesehatan RI mengenai pencegahan virus corona. Benarkah pesan tersebut?","DETIKHEALTH","30-Jan-2020"
"222","Viral Kakek Buta di Sentul Disebut Pengemis Modus Perampokan, Ini Faktanya","Perekam video menyebut Ajar berpura-pura buta untuk mengemis, namun itu hanyalah modus perampokan. Seperti apa faktanya?","DETIKNEWS","29-Jan-2020"
"223","Viral Foto Mayat Bergelimpangan Disebut Efek Virus Corona, Ini Faktanya","Di media sosial ramai dibagikan foto yang disebut-sebut mayat korban virus korona di kota Wuhan, China. Penelusuran detikcom menemukan fakta berbeda.","DETIKHEALTH","29-Jan-2020"
"224","Heboh Video 'Sabotase' Jalan Kramat Raya Jakpus, Pemprov DKI: Hoax!","Beredar video dengan narasi 'sabotase' di Jalan Kramat Raya, Jakarta Pusat. Pemprov DKI Jakarta memastikan narasi dalam video tersebut tidak benar alias hoax.","DETIKNEWS","29-Jan-2020"
"225","Bandara Soetta Luruskan Foto Viral Perempuan Meninggal: Bukan karena Corona","Media sosial diramaikan foto perempuan tumbang di Terminal 3 Bandara Soekarno-Hatta. Ada yang mempertanyakan apakah korban meninggal karena virus Corona.","DETIKNEWS","28-Jan-2020"
"226","Beredar Video Bencana Lumpur di Bogor, BPBD Pastikan Hoax","Beredar video yang menyebut ada pergerakan tanah lumpur di Bogor, Jawa Barat. BPBD Kabupaten Bogor memastikan video yang tersebar di media sosial itu hoax.","DETIKNEWS","06-Jan-2020"
"227","Mitos atau Fakta? Ular Bisa Ditangkal Pakai Garam","Menangkal ular dengan garam jadi kepercayaan umum di masyarakat. Namun kepercayaan tersebut mitos atau fakta?","DETIKNEWS","21-Dec-2019"
"228","Viral Video Tanggul Sungai Cisanggarung Jebol, Ini Faktanya","Warganet diramaikan oleh beredarnya video viral yang menyebutkan tanggul Sungai Cisanggarung jebol. Ini faktanya.","DETIKNEWS","17-Dec-2019"
"229","Viral Bau Kentut Pria Uganda Bisa Bunuh Nyamuk dari Jarak 6 Meter","Sejak pekan lalu, sejumlah media internasional memberitakan pria Uganda yang punya bau kentut 'mematikan'. Bisa bunuh nyamuk dari jarak 6 meter!","DETIKHEALTH","13-Dec-2019"
"230","BKSDA Pastikan Video Viral Harimau Serang Manusia di Riau Hoax","Masyarakat Riau kini lagi heboh viralnya video harimau menyerang manusia dan harimau mati di tangan warga.","DETIKNEWS","12-Dec-2019"
"231","Kabar Pemilik Sate Klathak Pak Pong Meninggal Ternyata Hoaks","Kabar meninggalnya pemilik warung sate klathak legendaris di Bantul, Pak Pong, ternyata hoaks.","DETIKNEWS","11-Dec-2019"
"232","Muncul Isu Larangan Pemasangan Atribut Natal di Banyuwangi, Polisi: Hoax","Beredar isu tentang pelarangan pemasangan atribut Natal 2019 dan tahun baru 2020 di seluruh hotel di Banyuwangi. Polisi menegaskan isu tersebut hoax.","DETIKNEWS","11-Dec-2019"
"233","Polisi Pastikan Selebaran DPO Kasus Persekusi Banser di Jaksel Hoax","Selebaran berisi daftar pencarian orang (DPO) dalam kasus persekusi Banser NU di Pondok Pinang, Jaksel, tersebar di media sosial.","DETIKNEWS","11-Dec-2019"
"234","BMKG: Oarfish Muncul di Selayar Bukan Pertanda Gempa Besar-Tsunami","BMKG menyatakan hasil kajian terbaru mengungkapkan kemunculan oarfish ke perairan dangkat tak berarti akan terjadi gempa besar.","DETIKNEWS","09-Dec-2019"
"235","Beredar 'Video Habib Rizieq Tiba di Indonesia', Begini Faktanya","Beredar video singkat yang dinarasikan Habib RIzieq Syihab sudah pulang ke Indonesia. Bagaimana faktanya?","DETIKNEWS","30-Nov-2019"
"236","Viral Staf TGUPP Anies Disebut Bentak Seniman di TIM, Ini Faktanya","Video yang menampilkan suasana diskusi yang sedang memanas viral. Dalam video, peserta diskusi meminta seseorang yang disebut staf TGUPP DKI tak marah-marah.","DETIKNEWS","24-Nov-2019"
"237","Heboh Isu Mata Novel yang Rusak Pindah ke Kanan, Ini Faktanya","Belakangan muncul foto viral yang seolah menyebut mata Novel yang rusak itu hanya softlens dan bisa dipindah ke kanan. Bagaimana faktanya?","DETIKNEWS","19-Nov-2019"
"238","Viral 'Masinis Jajan di Warung Pakai Lokomotif', Ini Faktanya","Viral video yang menunjukkan pria berbaju PT KAI menenteng plastik dari warung menuju kereta yang berhenti. Begini penjelasan PT KAI.","DETIKNEWS","08-Nov-2019"
"239","Kodim Kendari Luruskan Hoax Posting-an Kolonel HS Bantu Korban Kecelakaan","Kodim 1417 Kendari meluruskan posting-an di media sosial tentang Kolonel Hendi Suhendi (HS). Begini klarifikasi Kodim Kendari.","DETIKNEWS","15-Oct-2019"
"240","Camat Ciputat Pastikan Surat Edaran PNS Wanita Wajib Bergamis Hitam Hoax","Sebuah foto surat perintah dengan tertanda nama Camat Ciputat Andi D Patabai viral di media sosial. Nyatanya, surat tersebut hoax!","DETIKNEWS","12-Oct-2019"
"241","Viral Foto Air Mata Jokowi di Area Karhutla, Begini Faktanya","Beredar luas foto close-up wajah Presiden Jokowi berair mata ketika mengunjungi area karhutla. Namun ternyata foto tersebut telah disunting.","DETIKNEWS","03-Oct-2019"
"242","Viral Siswa STM Ditangkap karena 'Lecehkan Bendera Saat Demo', Ini Faktanya","LA disebut-sebut ditangkap polisi atas tuduhan melecehkan bendera Merah-Putih saat aksi demo di DPR.Seperti apa faktanya?","DETIKNEWS","02-Oct-2019"
"243","Benarkah RKUHP Pidanakan Wanita yang Pulang Malam? Yuk Cek Faktanya","RUU KUHP yang tinggal disahkan DPR tiba-tiba ditolak oleh mahasiswa. Salah satu alasannya bisa memidanakan wanita yang pulang malam. Benarkah demikian?","DETIKNEWS","30-Sep-2019"
"244","Heboh Siswa di Sulsel Main Game di Kelas Berujung Kejang-kejang, Ini Faktanya","Video yang menampilkan siswa SMA di Luwu Timur, Sulawesi Selatan, sedang bermain game lalu kejang-kejang menjadi perbincangan. Kepala SMA angkat bicara.","DETIKNEWS","13-Sep-2019"
"245","Beredar Foto Operasi Militer di Puncak Papua, Polisi: Itu Hoax","Sejumlah foto pembakaran dan evakuasi warga yang disebut-sebut akibat operasi militer di Papua beredar di medsos. Polisi memastikan informasi tersebut hoax.","DETIKNEWS","09-Sep-2019"
"246","Foto Pemerkosa Bocah di Bogor Bareng Habib Bahar Disebar, Ini Faktanya","Polisi menangkap pemerkosa bocah 10 tahun di Gunung Putri, Kabupaten Bogor. Beredar di media sosial wajah pelaku tengah berfoto bersama Habib Bahar bin Smith.","DETIKNEWS","04-Sep-2019"
"247","Polri: Kabar Masjid di Papua Dibakar Hoax!","Kabar bahwa ada masjid di Papua yang dibakar beredar luas lewat di WhatsApp. Polri menyatakan informasi itu tidak benar.","DETIKNEWS","01-Sep-2019"
"248","Viral Mobil Hijau Berpelat TNI Disetop di Tol, Ini Faktanya","Video mobil berpelat TNI disetop di jalan tol viral di media sosial sejak kemarin. Seperti apa faktanya?","DETIKNEWS","27-Aug-2019"
"249","Masih Digodok Cak Imin, Susunan Pengurus Baru DPP PKB Diumumkan di Jakarta","Pengumuman nama pengurus baru ini ada kemungkinan dilakukan di Jakarta.","DETIKNEWS","21-Aug-2019"
"250","Ramai Kabar Mina Tak Kondusif dan Jemaah Menumpuk, Ini Faktanya","Lewat pesan berantai layanan chatting, beredar kabar bahwa kondisi Mina tidak kondusif setelah hujan deras mengguyur. Lantas, seperti apa kondisi sebenarnya?","DETIKNEWS","13-Aug-2019"
"251","Ikan Mengambang di Pantai Batu Bolong Dikaitkan Gempa Bali, Ini Faktanya","Fenomena ikan-ikan mengambang di Pantai Batu Bolong, Canggu, Bali, menjadi sorotan karena banyak yang mengaitkan dengan peristiwa gempa bumi. Adakah kaitannya?","DETIKNEWS","16-Jul-2019"
"252","Viral Hoax Daging Impor dari China Berbahan Daging Manusia","Di Facebook beredar informasi yang menyebut daging impor dari China berbahan dasar daging manusia. Penelusuran menemukan hal itu hoax. Begini penjelasannya.","DETIKHEALTH","08-Jul-2019"
"253","Viral Video Siswa Nasrani di Bengkalis Belajar di Luar Kelas, Ini Faktanya","Pihak sekolah membantah adanya diskriminasi proses belajar-mengajar terhadap siswanya.","DETIKNEWS","02-Jul-2019"
"254","Viral Video 'WNA China Serbu Bandara SSK II Pekanbaru', Ini Faktanya","Sebuah video yang menampilkan sekelompok calon penumpang pesawat diduga WNA China viral di Pekanbaru, Riau. Bagaimana faktanya?","DETIKNEWS","01-Jul-2019"
"255","Istana Tepis Broadcast Ahok Jadi Ketua Tim Ibu Kota Baru","Beredar pesan berantai yang menyebutkan Ahok menjadi ketua tim percepatan pembangunan ibu kota baru NKRI. Pihak Istana menepis kabar tersebut.","DETIKNEWS","12-Jun-2019"
"256","Viral Video Kecelakaan Beruntun Akibat One Way, Ini Faktanya","Sebuah video kecelakaan yang disebut terjadi karena tidak ada koordinasi penerapan sistem satu arah atau one way beredar. Bagaimana faktanya?","DETIKNEWS","10-Jun-2019"
"257","Viral Ajakan Demo Bareng Prabowo-Sandi Besok, PA 212: Itu Hoax","Sebuah ajakan untuk ikut demonstrasi menolak hasil penghitungan Pilpres 2019 beredar di aplikasi chatting. Undangan tersebut dinyatakan hoax.","DETIKNEWS","23-May-2019"
"258","Hoaks Pemerintah Jepang Larang Microwave Karena Radiasi Berbahaya","Di media sosial beredar kabar bahwa pemerintah Jepang mulai melarang penggunaan microwave. Radiasi dari microwave disebut lebih berbahaya daripada bom nuklir.","DETIKHEALTH","17-May-2019"
"259","Viral Ramuan Minyak Tanah Sembuhkan Asam Urat, Bagaimana Faktanya?","Di media sosial beredar informasi bahwa ramuan minyak tanah, garam dan es batu dapat dipakai untuk sembuhkan asam urat serta penyakit lainnya.","DETIKHEALTH","10-May-2019"
"260","Viral Isu Miring Soal Saksi PKS Sakit Usai Pemilu, Ini Faktanya","Video kondisi saksi dari PKS di Pekanbaru yang sakit usai Pemilu 2019 viral. Muncul isu miring soal penyebab saksi PKS itu sakit. Bagaimana faktanya?","DETIKNEWS","08-May-2019"
"261","Hoax Kurma Impor Mengandung Virus Corona dari Kelelawar","Di media sosial beredar kabar kalau kurma yang beredar di pasaran harus dicuci bersih karena dikhawatirkan terkontaminasi virus corona. Bagaimana kebenarannya?","DETIKHEALTH","07-May-2019"
"262","Beredar Hoaks Desain Istana Negara di Palangka Raya","Viral di media sosial Twitter mengenai postingan tentang 'Rancangan Istana Negara di Palangkaraya' beberapa waktu lalu. Kominfo memastikan postingan itu hoaks.","DETIKFINANCE","06-May-2019"
"263","Polri Cari Penyebar Hoax Server Situng KPU Dikendalikan Bareskrim","Polri menyatakan informasi yang menyebut server Situng KPU dikendalikan di Bareskrim adalah hoax. Polri tengah mencari penyebar hoax tersebut.","DETIKNEWS","05-May-2019"
"264","TNI Pastikan Kabar 'Aksi Hari Buruh Berpotensi Anarkis' Hoax","Isu-isu liar muncul jelang peringatan Hari Buruh yang berlangsung besok. TNI memastikan kabar yang menyebut aksi Hari Buruh berpotensi anarkis adalah hoax.","DETIKNEWS","30-Apr-2019"
"265","Viral FB Gubernur NTB Ucapkan Selamat ke Prabowo, Pemprov: Hoax","Pemprov NTB menyatakan status Facebook Gubernur NTB Zulkieflimansyah mengucapkan selamat kepada Prabowo Subianto-Sandiaga Uno adalah hoax.","DETIKNEWS","23-Apr-2019"
"266","Isu 'Pergerakan Mirip '98' Hoax, Polisi Pastikan Situasi Kondusif","Polri memastikan informasi yang beredar di media sosial dan Whatsapp Group tentang akan ada situasi mirip 1998 hoax. Situasi tetap kondusif.","DETIKNEWS","18-Apr-2019"
"267","Viral 2 Pria Taruhan Tanah untuk Pilpres, Begini Faktanya","Foto dua orang pria bersalaman bertaruh kemenangan paslon di Pilpres 2019 dengan taruhan tanah viral di media sosial.","DETIKNEWS","15-Apr-2019"
"268","PBNU Jelaskan Video Said Aqil Seolah Dukung Prabowo: Hoax, Itu Video Lama","PBNU menjelaskan video yang beredar yang isinya mengesankan Ketum PBNU Said Aqil seakan-akan mendukung Prabowo-Sandiaga. Video itu adalah video lama.","DETIKNEWS","08-Apr-2019"
"269","Hoax! Golongan Darah 'O' Tidak Lebih Rentan Kena Sakit Mag","Dalam sebuah pesan yang beredar luas disebutkan golongan darah O paling banyak menderita sakit mag. Faktanya, sakit mag bisa terjadi pada siapa saja.","DETIKHEALTH","28-Mar-2019"
"270","Viral Video TKA di Cilegon Dihadang, Begini Faktanya","Video yang menampilkan rombongan orang yang diduga tenaga kerja asing (TKA) viral di media sosial. Para TKA itu diduga sempat dihadang warga.","DETIKNEWS","08-Mar-2019"
"271","Ramai Foto Banjir Rendam Motor Disebut di Jakarta, Faktanya di Vietnam","Dalam beberapa hari terakhir, beredar foto banjir hingga motor terendam yang disebut terjadi di Jakarta. Faktanya, foto itu berasal dari luar negeri.","DETIKNEWS","07-Mar-2019"
"272","Subkhan yang Nangis Ketemu Sandiaga Bantah Bikin Surat Ngaku Sandiwara","Sore ini beredar surat yang mengatasnamakan Subkhan, pria yang sempat menangis saat bertemu dengan Sandiaga Uno. Subkhan membantah surat itu.","DETIKNEWS","13-Feb-2019"
"273","Hati-hati Beredar Pesan Hoax Batas Waktu Bayar Listrik PLN","Belakangan viral info soal batas waktu pembayaran listrik PLN dimajukan, yang semula tanggal 20 menjadi tanggal 5. PLN menegaskan info tersebut hoax.","DETIKFINANCE","13-Feb-2019"
"274","Beredar Maklumat Habib Rizieq Tinggalkan Prabowo-Sandi, FPI Pastikan Hoax","FPI menyatakan maklumat yang berisi Habib Rizieq meminta aktivis dan simpatisan FPI meninggalkan Prabowo-Sandi merupakan kabar bohong alias hoaks.","DETIKNEWS","30-Jan-2019"
"275","Luhut: Saya Tak Pernah Bilang 'Siap Cium Kaki Prabowo Jika Jadi Presiden'","Luhut menyatakan tidak pernah mengatakan siap cium kaki Prabowo Subianto bila jadi presiden. Dia menegaskan situs yang memuat hal itu memuat berita bohong.","DETIKNEWS","21-Jan-2019"
"276","Mosaik Jalan Depan Balkot Solo Disebut Mirip Salib, Ini Faktanya","Mosaik jalan depan Balai Kota Surakarta disebut mirip penampakan bentuk sebuah salib. Pemkot dan budayawan menepisnya. Ini desain utuh mosaik di jalan tersebut.","DETIKNEWS","16-Jan-2019"
"277","Hoax Lama Bersemi Kembali, Marsma Margono Viral Lagi","Foto dan informasi tentang Marsma Surya Margono viral lagi. TNI AU menegaskan bahwa informasi yang menyatakan bahwa Marsma Margono bukan WNI adalah hoax.","DETIKNEWS","09-Jan-2019"
"278","Fakta di Balik Hebohnya Tebing Pura Uluwatu Bali Retak","Foto retakan di tebing Pura Uluwatu, Bali, bikin heboh media sosial. BPBD Provinsi Bali memastikan retakan itu sudah lama dan sudah pernah ditambal.","DETIKNEWS","09-Jan-2019"
"279","Kabar Ustaz Arifin Ilham Meninggal Dunia Hoax!","Sempat tersiar isu liar bahwa Ustaz Arifin meninggal dunia. Namun kabar itu ternyata hoax alias bohong belaka.","DETIKNEWS","08-Jan-2019"
"280","Beredar Foto Duit Iuran BPJS Dipakai Bangun Tol, Hoax or Not?","Viral sebuah gambar pengumuman yang menyatakan ruang rawat inap bagi peserta BPJS Kesehatan dipindah ke gerbang tol. Gambar tersebut dipastikan hoax.","DETIKFINANCE","07-Jan-2019"
"281","Foto Anggota TNI Pose 2 Jari Diviralkan, Begini Fakta di Baliknya","Foto anggota TNI yang mengacungkan dua jari viral di media sosial dan WhatsApp. Foto ini kemudian dikait-kaitkan dengan Pilpres. Begini faktanya.","DETIKNEWS","07-Jan-2019"
"282","BMKG Pastikan Rekaman Suara soal Potensi Gempa 8 SR Krakatau Hoax","BMKG menegaskan informasi soal potensi gempa 8 SR akibat letusan Gunung Anak Krakatau yang tersebar melalui rekaman suara adalah hoax.","DETIKNEWS","02-Jan-2019"
"283","Kebangetan! Ada yang Sebar Hoax Gelombang Besar Hantam Sabang Aceh","Wali Kota Sabang meminta penyebar video bohong atau hoax terkait badai dan gelombang besar di Sabang, Aceh, segera ditangkap. Sebab, hoax itu sangat meresahkan.","DETIKNEWS","01-Jan-2019"
"284","Heboh Lumpur Panas Muncul di Tangerang, Begini Faktanya","""Keluarnya (lumpur) kemarin cuma 20 menit. Hari ini sudah nggak ada,"" kata Kabag Humas Polres Metro Tangerang Kompol Abdul Rachim.","DETIKNEWS","29-Dec-2018"
"285","Beredar Isu Kapal PAN MARINE 11 Dibajak di Madura, Ternyata Begini Faktanya","Dalam beberapa jam terakhir beredar kabar mengenai apa yang disebut sebagai pembajakan kapal PAN MARINE 11 di utara Pulau Madura.","DETIKNEWS","24-Dec-2018"
"286","Broadcast Ulat Pohon Mangga Mematikan Beredar Lagi, Ahli Beri Faktanya","Masih beredar hoax soal ulat pohon mangga yang bisa menyebabkan kematian setelah 4 jam usai digigit. Ahli beberkan faktanya.","DETIKHEALTH","21-Dec-2018"
"287","Taman Safari Bogor Kecam Hoax Promo Tiket Istana Panda!","Taman Safari Indonesia (TSI) Bogor mengklarifikasi berita hoax terkait promo tiket masuk yang disebarkan oleh oknum tak bertanggung jawab.","DETIKNEWS","19-Dec-2018"
"288","Beredar Kabar Bendung Katulampa Jebol, BNPB: Itu Hoax","BNPB menegaskan kabar soal jebolnya Bendung Katulampa, Bogor, Jabar, hoax.","DETIKNEWS","27-Nov-2018"
"289","Viral Video Dahnil Dihadang Paspampres di Muktamar, Ini Faktanya","Sebuah potongan video digambarkan seolah Dahnil Anzar Simanjuntak dilarang Paspampres masuk area Muktamar ke-XVII Pemuda Muhammadiyah. Ini penjelasan panitia.","DETIKNEWS","27-Nov-2018"
"290","Viral Kartu Nikah dengan 4 Foto Istri, Kemenag Pastikan Hoax","Media sosial diramaikan kartu nikah dengan desain berbeda seperti yang dikeluarkan Kemenag. Kartu nikah tersebut memiliki 4 kolom foto istri.","DETIKNEWS","17-Nov-2018"
"291","Viral Infografis soal Penutupan 3 Lajur Tol, Ini Faktanya","Jasa Marga memberi penjelasan mengenai beredarnya kabar soal penutupan 3 lajur Jalan Tol Jakarta-Cikampek terkait adanya pengerjaan tol layang. Seperti apa?","DETIKNEWS","14-Nov-2018"
"292","KNKT Tegaskan Lagi Viral Simulasi Jatuhnya Lion Air PK-LQP Adalah Hoax","KNKT memastikan viralnya simulasi Lion Air JT 610 yang tersebar di media sosial adalah hoax.","DETIKNEWS","12-Nov-2018"
"293","Marak Isu Penculikan Anak di Purworejo, Seperti Apa Faktanya?","Beberapa hari terakhir ini beredar informasi kasus penculikan anak yang marak di Purworejo. Info itu ternyata hoax, tak benar. Masyarakat diimbau tetap waspada.","DETIKNEWS","02-Nov-2018"
"294","Hoax Lagi! Foto Viral Pesawat Terbelah Bukan Lion Air JT 610 Jatuh","Di media sosial beredar foto-foto yang disebut sebagai pesawat Lion Air JT 610 yang jatuh. Informasi itu dipastikan tidak benar.","DETIKNEWS","30-Oct-2018"
"295","Foto Viral Penumpang Bermasker Bukan Korban Jatuhnya Lion Air JT 610!","Di tengah tragedi jatuhnya Lion Air JT 610, muncul foto dan video yang disebut berasal dari pesawat itu. Foto itu tidak benar.","DETIKNEWS","29-Oct-2018"
"296","Video Viral Detik-detik Lion Air JT 610 Sebelum Jatuh Hoax!","Video viral memperlihatkan detik-detik turbulensi di dalam pesawat dan disebut kondisi sebelum Lion Air JT 610 jatuh. Informasi tersebut hoax.","DETIKNEWS","29-Oct-2018"
"297","Beredar Surat Pemanggilan Jenderal Tito, KPK: Hoax!","Foto surat panggilan KPK ke Kapolri Jenderal Tito Karnavian beredar. KPK memastikan surat itu palsu alias hoax.","DETIKNEWS","26-Oct-2018"
"298","Viral Pria Berkaus Biru Disebut Penculik Anak, Begini Faktanya","Foto pria berkaus biru dengan wajah babak belur jadi viral. Dia disebut sebagai penculik anak-anak yang meresahkan. Bagaimana faktanya?","DETIKNEWS","25-Oct-2018"
"299","Viral Info Penculikan Anak di Kudus, Begini Faktanya","Setelah sebelumnya marak isu penculikan anak-anak di beberapa lokasi di Jateng, kini merembet hingga ke Kudus. Info itu menyebar viral di media sosial.","DETIKNEWS","23-Oct-2018"
